session_id,nrpess,dt_jornada,ponto_entrada,tempo_tela_segundos
sess_008064,nrpess_016457,2026-08-19 14:09:35.038948,camera_scanner,56.057557812684465
sess_008065,nrpess_020624,2026-08-05 18:05:52.842782,campo_unico,81.80464876501696
sess_008066,nrpess_010142,2026-08-04 04:38:33.297040,campo_unico,53.728887926059755
sess_008067,nrpess_001303,2026-08-11 18:52:32.311430,atalho_direto,74.177521956681
sess_008068,nrpess_018993,2026-08-06 01:17:22.668769,campo_unico,40.08485188419698
sess_008069,nrpess_011538,2026-08-02 21:50:15.799824,atalho_direto,56.19516357222267
sess_008070,nrpess_014199,2026-08-11 06:51:36.401723,campo_unico,98.37733514545019
sess_008071,nrpess_024399,2026-08-08 23:43:07.130049,campo_unico,41.687435098970546
sess_008072,nrpess_024217,2026-08-22 00:03:47.821543,camera_scanner,53.409988234871115
sess_008073,nrpess_011685,2026-08-02 12:06:58.088113,campo_unico,78.53199170241857
sess_008074,nrpess_013271,2026-08-02 22:52:30.107274,campo_unico,22.82704353816622
sess_008075,nrpess_011145,2026-08-23 04:43:15.563463,campo_unico,61.962133102409425
sess_008076,nrpess_000443,2026-08-17 02:58:05.945582,camera_scanner,55.2985875553756
sess_008077,nrpess_010857,2026-08-19 16:06:49.465032,atalho_direto,22.05444112916767
sess_008078,nrpess_006276,2026-08-13 04:50:40.750876,atalho_direto,32.46172016743802
sess_008079,nrpess_008542,2026-08-03 21:02:07.301841,campo_unico,30.28417507829574
sess_008080,nrpess_011037,2026-08-01 20:27:21.270430,campo_unico,25.19366934858407
sess_008081,nrpess_001468,2026-08-02 11:51:51.218453,campo_unico,36.32335885396465
sess_008082,nrpess_000133,2026-08-06 18:17:59.093234,camera_scanner,42.84293970959789
sess_008083,nrpess_022821,2026-08-09 20:58:47.049816,campo_unico,28.523348850123583
sess_008084,nrpess_007440,2026-08-23 04:03:24.335799,campo_unico,83.97557473901786
sess_008085,nrpess_002912,2026-08-03 07:57:34.132237,camera_scanner,51.86829372448047
sess_008086,nrpess_020319,2026-08-17 12:56:10.288195,campo_unico,45.14270757084636
sess_008087,nrpess_010701,2026-08-14 09:09:31.862076,camera_scanner,33.286701375017344
sess_008088,nrpess_011274,2026-08-13 04:34:12.405350,campo_unico,54.708075338481315
sess_008089,nrpess_005968,2026-08-20 05:33:11.868495,campo_unico,54.99138566821068
sess_008090,nrpess_006971,2026-08-16 08:26:07.542767,camera_scanner,68.36505558750534
sess_008091,nrpess_011502,2026-08-18 05:07:11.514326,atalho_direto,39.92377547058029
sess_008092,nrpess_005594,2026-08-19 15:33:47.984223,camera_scanner,59.73065825635023
sess_008093,nrpess_012699,2026-08-08 19:24:35.472769,campo_unico,79.73786646858777
sess_008094,nrpess_000319,2026-08-02 17:33:45.854752,camera_scanner,60.509327769265866
sess_008095,nrpess_017535,2026-08-10 03:01:05.879587,campo_unico,48.342561988406025
sess_008096,nrpess_007302,2026-08-09 23:43:19.387710,campo_unico,57.9607446952613
sess_008097,nrpess_019562,2026-08-12 05:10:30.507216,atalho_direto,106.33153287373125
sess_008098,nrpess_011120,2026-08-05 08:21:13.894652,campo_unico,52.0864912517113
sess_008099,nrpess_007446,2026-08-19 15:07:03.818508,camera_scanner,69.04196976425305
sess_008100,nrpess_022604,2026-08-23 08:21:40.465472,campo_unico,56.21709712728469
sess_008101,nrpess_005139,2026-08-13 12:32:13.049249,camera_scanner,41.72234604350752
sess_008102,nrpess_000391,2026-08-04 17:16:32.777101,campo_unico,61.14568985933113
sess_008103,nrpess_002706,2026-08-08 02:16:43.333868,campo_unico,39.246411730542434
sess_008104,nrpess_014073,2026-08-09 06:52:13.562542,camera_scanner,43.35375180733072
sess_008105,nrpess_023255,2026-08-04 12:08:24.064958,campo_unico,49.278514758777064
sess_008106,nrpess_003393,2026-08-23 02:49:16.989524,campo_unico,20.6907494087099
sess_008107,nrpess_012735,2026-08-10 02:12:06.631485,camera_scanner,33.642399338238874
sess_008108,nrpess_017762,2026-08-02 22:36:41.790996,atalho_direto,35.934627575980244
sess_008109,nrpess_003517,2026-08-09 00:40:31.352815,campo_unico,32.91138911525663
sess_008110,nrpess_010721,2026-08-04 00:14:57.391996,campo_unico,88.59821284774338
sess_008111,nrpess_012452,2026-08-03 15:24:12.210573,atalho_direto,41.161924969209636
sess_008112,nrpess_015211,2026-08-12 17:22:01.565163,camera_scanner,7.831199592336894
sess_008113,nrpess_011208,2026-08-02 19:38:12.284053,camera_scanner,44.8847407101686
sess_008114,nrpess_005702,2026-08-03 16:10:06.074932,atalho_direto,30.533927553161327
sess_008115,nrpess_005318,2026-08-07 00:29:48.221092,camera_scanner,69.87118251899497
sess_008116,nrpess_014456,2026-08-10 23:25:31.262918,campo_unico,40.161759543595295
sess_008117,nrpess_014425,2026-08-04 00:55:53.696946,camera_scanner,45.9428249704375
sess_008118,nrpess_010671,2026-08-07 18:41:51.930336,campo_unico,46.35532678371741
sess_008119,nrpess_017995,2026-08-03 12:08:13.707896,atalho_direto,74.57126175169117
sess_008120,nrpess_005105,2026-08-12 06:20:13.933856,atalho_direto,21.921830859596074
sess_008121,nrpess_016458,2026-08-20 06:08:04.000652,campo_unico,53.6021721362336
sess_008122,nrpess_019977,2026-08-15 02:48:59.599252,campo_unico,45.97136687242249
sess_008123,nrpess_010442,2026-08-11 06:51:50.417066,camera_scanner,50.98884158049404
sess_008124,nrpess_015729,2026-08-12 03:52:25.100283,atalho_direto,26.749833204898092
sess_008125,nrpess_001700,2026-08-11 09:36:25.679882,campo_unico,52.446388855779034
sess_008126,nrpess_002791,2026-08-10 17:26:15.616472,atalho_direto,46.90539838200782
sess_008127,nrpess_018744,2026-08-12 21:58:30.211242,campo_unico,23.79756441631608
sess_008128,nrpess_004977,2026-08-08 15:08:07.271056,camera_scanner,63.62209258722237
sess_008129,nrpess_013297,2026-08-22 12:41:57.506103,atalho_direto,45.61921074248661
sess_008130,nrpess_024518,2026-08-19 21:42:36.891471,atalho_direto,29.658494206634334
sess_008131,nrpess_023035,2026-08-22 06:02:30.917796,campo_unico,29.780556683407
sess_008132,nrpess_004031,2026-08-11 04:49:04.015412,camera_scanner,67.68084033510823
sess_008133,nrpess_022708,2026-08-02 12:22:32.628809,camera_scanner,42.93712841945191
sess_008134,nrpess_024166,2026-08-17 01:53:07.920460,campo_unico,55.104685751670715
sess_008135,nrpess_003080,2026-08-03 09:44:39.869655,campo_unico,26.74052576748096
sess_008136,nrpess_009415,2026-08-12 17:05:51.775471,atalho_direto,40.744067057547085
sess_008137,nrpess_016331,2026-08-13 13:41:13.688593,campo_unico,29.631918360912415
sess_008138,nrpess_000121,2026-08-16 07:34:36.978902,atalho_direto,49.976836171179464
sess_008139,nrpess_010363,2026-08-07 19:43:19.111902,campo_unico,37.50113240575961
sess_008140,nrpess_006593,2026-08-01 23:41:48.021982,camera_scanner,37.01560237897417
sess_008141,nrpess_007635,2026-08-21 01:31:48.198487,campo_unico,56.8307622852666
sess_008142,nrpess_022962,2026-08-08 07:19:01.325166,campo_unico,43.234801558292396
sess_008143,nrpess_019227,2026-08-08 04:58:29.857595,camera_scanner,19.12311746005782
sess_008144,nrpess_013783,2026-08-22 07:58:31.322705,camera_scanner,64.44811757769102
sess_008145,nrpess_023446,2026-08-05 14:25:05.009915,campo_unico,52.08756982881089
sess_008146,nrpess_008213,2026-08-12 09:14:49.827286,camera_scanner,41.641818323878326
sess_008147,nrpess_016666,2026-08-17 01:20:17.982119,campo_unico,57.09221448238862
sess_008148,nrpess_002549,2026-08-13 05:40:35.364788,campo_unico,88.14396142375398
sess_008149,nrpess_008773,2026-08-16 20:57:11.579291,campo_unico,77.1895922434955
sess_008150,nrpess_014500,2026-08-19 05:35:25.465390,camera_scanner,79.31128723323495
sess_008151,nrpess_016060,2026-08-15 02:34:29.673172,atalho_direto,69.74190392489686
sess_008152,nrpess_005583,2026-08-14 15:43:42.090327,campo_unico,61.17649808234205
sess_008153,nrpess_022760,2026-08-18 01:39:04.646893,campo_unico,41.28656331067729
sess_008154,nrpess_010684,2026-08-13 20:50:52.402365,atalho_direto,49.03674282380331
sess_008155,nrpess_017030,2026-08-08 14:50:43.948438,camera_scanner,39.15466882184592
sess_008156,nrpess_021688,2026-08-10 10:24:16.204993,atalho_direto,69.7655337357482
sess_008157,nrpess_012534,2026-08-22 10:00:52.560105,campo_unico,79.24356917960777
sess_008158,nrpess_014231,2026-08-10 09:49:52.580354,campo_unico,63.97753956738878
sess_008159,nrpess_024731,2026-08-20 14:34:50.249863,camera_scanner,34.613750390527294
sess_008160,nrpess_006492,2026-08-07 23:01:54.203920,camera_scanner,55.400146694537746
sess_008161,nrpess_003604,2026-08-22 06:08:41.299282,camera_scanner,77.41188913332788
sess_008162,nrpess_020359,2026-08-18 16:56:04.348894,campo_unico,51.664906802082655
sess_008163,nrpess_014797,2026-08-03 04:27:53.296390,campo_unico,62.39743167807622
sess_008164,nrpess_017124,2026-08-14 07:36:48.121959,atalho_direto,36.77679517124082
sess_008165,nrpess_001555,2026-08-18 02:33:14.435661,camera_scanner,67.41068706377423
sess_008166,nrpess_023382,2026-08-09 21:46:49.740005,campo_unico,45.01875387033539
sess_008167,nrpess_003437,2026-08-11 10:08:36.323875,atalho_direto,64.70191521255882
sess_008168,nrpess_003828,2026-08-11 21:08:01.383519,campo_unico,64.22846968104375
sess_008169,nrpess_023545,2026-08-13 23:09:03.274430,campo_unico,25.28683725738495
sess_008170,nrpess_017865,2026-08-03 18:13:41.628011,atalho_direto,24.05329528451128
sess_008171,nrpess_006802,2026-08-03 09:41:15.671090,atalho_direto,40.04071212591772
sess_008172,nrpess_022059,2026-08-06 09:13:49.239055,campo_unico,42.802817535199374
sess_008173,nrpess_007642,2026-08-10 23:51:04.110734,campo_unico,59.711638365039605
sess_008174,nrpess_018009,2026-08-07 00:08:59.539523,campo_unico,64.98299820371675
sess_008175,nrpess_013037,2026-08-22 05:50:10.117767,atalho_direto,84.52503842701648
sess_008176,nrpess_002747,2026-08-11 20:53:38.730175,atalho_direto,27.13125467998703
sess_008177,nrpess_014588,2026-08-09 14:22:16.267942,campo_unico,79.29868702595084
sess_008178,nrpess_007229,2026-08-05 06:36:41.092622,camera_scanner,93.16482169677867
sess_008179,nrpess_010537,2026-08-03 08:08:13.354544,atalho_direto,16.340165516289538
sess_008180,nrpess_000859,2026-08-06 00:52:49.382230,atalho_direto,60.828511134072684
sess_008181,nrpess_021857,2026-08-07 20:59:34.788703,campo_unico,49.92002270963753
sess_008182,nrpess_011506,2026-08-17 07:17:22.670587,campo_unico,48.00024715969358
sess_008183,nrpess_008176,2026-08-07 16:35:04.467794,campo_unico,67.16454685384319
sess_008184,nrpess_014924,2026-08-12 02:19:21.663048,atalho_direto,5.0
sess_008185,nrpess_010930,2026-08-06 22:50:14.706370,campo_unico,17.791311645724548
sess_008186,nrpess_023115,2026-08-12 20:25:24.257968,camera_scanner,50.23853497931754
sess_008187,nrpess_006636,2026-08-22 07:12:05.240191,campo_unico,24.714673828727385
sess_008188,nrpess_004895,2026-08-09 06:48:50.011651,campo_unico,42.3672582908144
sess_008189,nrpess_000959,2026-08-14 06:17:04.589731,campo_unico,61.227669153712014
sess_008190,nrpess_002563,2026-08-13 00:56:43.299187,atalho_direto,46.85086989861398
sess_008191,nrpess_000322,2026-08-18 14:12:39.075250,camera_scanner,57.065045118578226
sess_008192,nrpess_023196,2026-08-12 20:56:58.164713,atalho_direto,50.1957281186509
sess_008193,nrpess_010877,2026-08-08 03:03:08.289586,campo_unico,44.0882591454103
sess_008194,nrpess_017016,2026-08-10 10:00:52.878934,campo_unico,57.83390459139776
sess_008195,nrpess_004586,2026-08-01 16:46:29.467865,atalho_direto,50.73833033863625
sess_008196,nrpess_006840,2026-08-22 01:55:09.159684,campo_unico,18.601675496023155
sess_008197,nrpess_009469,2026-08-18 05:38:22.993682,campo_unico,59.22058607452979
sess_008198,nrpess_011637,2026-08-08 03:00:09.232197,atalho_direto,58.73876885650791
sess_008199,nrpess_016441,2026-08-06 02:06:07.675551,camera_scanner,40.70282659432597
sess_008200,nrpess_005862,2026-08-11 17:18:11.100151,campo_unico,54.248314491992055
sess_008201,nrpess_014093,2026-08-13 18:45:03.551821,campo_unico,49.89190633374089
sess_008202,nrpess_015707,2026-08-12 17:59:21.137289,campo_unico,32.31095512701795
sess_008203,nrpess_011993,2026-08-20 12:55:36.504563,atalho_direto,71.22134739174317
sess_008204,nrpess_012331,2026-08-19 02:44:26.836803,campo_unico,27.94758484879638
sess_008205,nrpess_005800,2026-08-09 14:43:00.984626,atalho_direto,67.20637384440474
sess_008206,nrpess_013006,2026-08-01 19:41:51.713364,atalho_direto,53.84538832343924
sess_008207,nrpess_008817,2026-08-04 16:02:00.798719,atalho_direto,67.93688394661507
sess_008208,nrpess_019681,2026-08-07 02:36:23.425242,atalho_direto,29.05737031820103
sess_008209,nrpess_020722,2026-08-19 22:11:19.170028,campo_unico,67.49193390310043
sess_008210,nrpess_005063,2026-08-17 06:47:12.937015,campo_unico,28.81287393082132
sess_008211,nrpess_000441,2026-08-16 08:25:08.156978,camera_scanner,51.69060457824975
sess_008212,nrpess_021881,2026-08-16 18:41:08.874090,atalho_direto,49.166103953804765
sess_008213,nrpess_000408,2026-08-05 07:51:10.021581,camera_scanner,41.491155382574945
sess_008214,nrpess_000474,2026-08-20 21:14:30.329280,atalho_direto,67.56571605907295
sess_008215,nrpess_001569,2026-08-17 01:47:43.153054,campo_unico,29.179932508803283
sess_008216,nrpess_018708,2026-08-02 15:41:46.412480,camera_scanner,49.21675272721719
sess_008217,nrpess_017273,2026-08-24 00:36:49.443985,camera_scanner,60.652621389395314
sess_008218,nrpess_021975,2026-08-06 08:55:13.351145,camera_scanner,61.67856167659987
sess_008219,nrpess_013629,2026-08-15 17:34:17.879267,camera_scanner,37.734218723277614
sess_008220,nrpess_009151,2026-08-09 03:20:02.001405,campo_unico,30.768270141186743
sess_008221,nrpess_017102,2026-08-08 19:36:31.764676,camera_scanner,29.05706762546736
sess_008222,nrpess_024628,2026-08-17 22:31:53.086931,campo_unico,36.633202539792016
sess_008223,nrpess_004368,2026-08-10 10:44:41.466268,atalho_direto,67.02488166444228
sess_008224,nrpess_024692,2026-08-14 20:18:38.310621,camera_scanner,47.946767613070364
sess_008225,nrpess_017943,2026-08-20 15:00:25.217829,camera_scanner,56.69392596033367
sess_008226,nrpess_023778,2026-08-03 02:50:39.286549,campo_unico,36.08296065856801
sess_008227,nrpess_000425,2026-08-02 06:59:18.858447,atalho_direto,61.253932155139125
sess_008228,nrpess_015505,2026-08-03 09:05:25.492570,camera_scanner,18.767964450336045
sess_008229,nrpess_005312,2026-08-20 23:01:15.317724,camera_scanner,68.57678600570021
sess_008230,nrpess_002551,2026-08-23 06:45:17.689196,campo_unico,63.38783063290287
sess_008231,nrpess_021615,2026-08-21 04:51:13.493785,camera_scanner,41.20360772908519
sess_008232,nrpess_015016,2026-08-15 15:13:12.504028,atalho_direto,48.67975515132939
sess_008233,nrpess_003770,2026-08-02 12:31:22.235424,campo_unico,54.21948358789375
sess_008234,nrpess_020808,2026-08-12 05:53:50.106710,campo_unico,5.3745504275631575
sess_008235,nrpess_023526,2026-08-23 19:07:56.441448,atalho_direto,56.45057242536577
sess_008236,nrpess_018113,2026-08-21 11:04:12.152994,campo_unico,89.02818782140439
sess_008237,nrpess_020035,2026-08-05 08:34:12.295321,campo_unico,48.47228411414261
sess_008238,nrpess_000719,2026-08-07 15:38:58.936012,camera_scanner,43.99688390001763
sess_008239,nrpess_017656,2026-08-15 23:36:20.944506,campo_unico,5.0
sess_008240,nrpess_009789,2026-08-03 21:05:46.184610,campo_unico,58.014143469940244
sess_008241,nrpess_002594,2026-08-19 15:52:15.695449,campo_unico,37.625756747941
sess_008242,nrpess_006607,2026-08-03 23:34:45.444170,campo_unico,58.20253412265052
sess_008243,nrpess_005499,2026-08-08 23:28:49.339556,atalho_direto,73.29403202707985
sess_008244,nrpess_003024,2026-08-04 06:38:16.357234,camera_scanner,60.03319184138925
sess_008245,nrpess_018023,2026-08-15 18:31:50.988433,campo_unico,75.02620527400344
sess_008246,nrpess_006784,2026-08-13 01:47:43.588565,camera_scanner,62.9394860021652
sess_008247,nrpess_002744,2026-08-12 03:46:33.624193,campo_unico,73.40208000392795
sess_008248,nrpess_012705,2026-08-16 16:09:20.659168,camera_scanner,83.13707176078339
sess_008249,nrpess_024743,2026-08-04 08:23:40.109291,camera_scanner,65.07417002044377
sess_008250,nrpess_002058,2026-08-09 09:19:31.000272,camera_scanner,9.618156691823977
sess_008251,nrpess_011987,2026-08-08 07:01:27.864451,campo_unico,73.98842599837849
sess_008252,nrpess_004523,2026-08-07 15:49:19.557957,campo_unico,54.00649950928558
sess_008253,nrpess_014303,2026-08-05 16:27:36.269331,camera_scanner,62.62801736467985
sess_008254,nrpess_023676,2026-08-22 05:42:47.699843,camera_scanner,60.480214915918566
sess_008255,nrpess_010469,2026-08-20 03:07:28.406323,atalho_direto,66.00327299050146
sess_008256,nrpess_018039,2026-08-20 00:25:55.529955,campo_unico,45.41527299944384
sess_008257,nrpess_004701,2026-08-19 06:23:26.865209,campo_unico,32.67298727237386
sess_008258,nrpess_000488,2026-08-22 03:29:38.734469,campo_unico,15.019205803870413
sess_008259,nrpess_024222,2026-08-17 03:18:24.925152,camera_scanner,15.3075770603214
sess_008260,nrpess_008245,2026-08-03 23:53:18.563959,campo_unico,24.779618727659198
sess_008261,nrpess_010341,2026-08-16 16:14:56.485357,campo_unico,62.204511798603804
sess_008262,nrpess_018397,2026-08-09 20:52:00.811003,atalho_direto,60.931982189720095
sess_008263,nrpess_000611,2026-08-02 23:40:46.242064,atalho_direto,33.606486358708494
sess_008264,nrpess_011579,2026-08-09 04:54:41.990780,atalho_direto,28.497976171042353
sess_008265,nrpess_007768,2026-08-13 15:01:24.242116,atalho_direto,67.58359836950089
sess_008266,nrpess_018236,2026-08-16 06:06:08.412246,campo_unico,58.49934364316181
sess_008267,nrpess_010910,2026-08-18 00:07:36.691367,atalho_direto,48.36423736790699
sess_008268,nrpess_017950,2026-08-09 22:44:54.196783,camera_scanner,64.34221142811226
sess_008269,nrpess_006434,2026-08-15 22:23:51.668571,atalho_direto,33.2881586176909
sess_008270,nrpess_021531,2026-08-03 08:57:19.662709,atalho_direto,11.055726283379457
sess_008271,nrpess_022528,2026-08-15 15:17:17.984018,campo_unico,58.24693046021943
sess_008272,nrpess_005606,2026-08-01 15:13:52.400430,atalho_direto,57.836555027323975
sess_008273,nrpess_021892,2026-08-11 03:15:16.393528,camera_scanner,48.69790369091464
sess_008274,nrpess_023368,2026-08-02 11:28:24.904253,campo_unico,59.24099838018384
sess_008275,nrpess_014675,2026-08-17 16:19:19.417609,atalho_direto,5.0
sess_008276,nrpess_012498,2026-08-03 23:16:55.871002,camera_scanner,43.02631961625104
sess_008277,nrpess_024128,2026-08-04 19:02:20.114390,atalho_direto,75.18628442350665
sess_008278,nrpess_011781,2026-08-11 21:07:49.569162,atalho_direto,22.295341657817946
sess_008279,nrpess_018391,2026-08-13 18:10:53.566180,atalho_direto,61.246676318327594
sess_008280,nrpess_015955,2026-08-22 05:04:08.207499,campo_unico,20.09264729973941
sess_008281,nrpess_009704,2026-08-06 07:57:58.880177,camera_scanner,34.5933207442149
sess_008282,nrpess_005378,2026-08-14 03:45:42.002202,atalho_direto,32.687726190420705
sess_008283,nrpess_004162,2026-08-08 12:55:41.099018,atalho_direto,70.02096606324879
sess_008284,nrpess_024594,2026-08-06 07:19:22.682042,camera_scanner,47.03054225256762
sess_008285,nrpess_000380,2026-08-16 00:57:34.586424,atalho_direto,36.983608829857246
sess_008286,nrpess_009547,2026-08-08 19:57:19.153068,atalho_direto,52.512952089151824
sess_008287,nrpess_014762,2026-08-10 20:25:35.443175,campo_unico,32.16081881828817
sess_008288,nrpess_015132,2026-08-11 12:17:42.998679,atalho_direto,20.510139318683777
sess_008289,nrpess_014927,2026-08-14 20:36:37.112038,camera_scanner,37.915079115627876
sess_008290,nrpess_001752,2026-08-21 14:26:28.191743,campo_unico,52.389397969093224
sess_008291,nrpess_019867,2026-08-03 08:20:27.310892,camera_scanner,51.64098203666121
sess_008292,nrpess_002078,2026-08-18 15:35:05.344673,camera_scanner,51.58796630596166
sess_008293,nrpess_001727,2026-08-06 18:13:26.654079,campo_unico,74.02887019818355
sess_008294,nrpess_001743,2026-08-21 00:38:59.693304,campo_unico,29.942295482764983
sess_008295,nrpess_003022,2026-08-07 15:33:57.980567,atalho_direto,67.0783180371588
sess_008296,nrpess_012149,2026-08-23 06:00:26.151690,camera_scanner,47.705107429952754
sess_008297,nrpess_019307,2026-08-22 22:51:23.437303,camera_scanner,25.499627884994837
sess_008298,nrpess_005299,2026-08-21 11:40:35.965216,campo_unico,41.653335729259794
sess_008299,nrpess_012286,2026-08-13 17:24:14.173308,atalho_direto,41.08530600715573
sess_008300,nrpess_024412,2026-08-20 17:36:50.878390,campo_unico,20.974888046592568
sess_008301,nrpess_009073,2026-08-02 10:19:24.402639,camera_scanner,33.38173867326149
sess_008302,nrpess_007032,2026-08-04 17:00:26.486121,atalho_direto,52.25329827174041
sess_008303,nrpess_008358,2026-08-06 08:04:26.579510,campo_unico,46.470283843050105
sess_008304,nrpess_013817,2026-08-05 16:22:59.115818,campo_unico,78.85066600789733
sess_008305,nrpess_010626,2026-08-10 14:17:05.059551,atalho_direto,49.23330462860546
sess_008306,nrpess_000551,2026-08-23 13:56:34.784249,camera_scanner,73.65807374419623
sess_008307,nrpess_016809,2026-08-08 00:09:59.592151,campo_unico,21.127363106546287
sess_008308,nrpess_013707,2026-08-23 12:20:42.426296,campo_unico,87.32257298445289
sess_008309,nrpess_015600,2026-08-12 18:34:58.439638,camera_scanner,25.523501104229933
sess_008310,nrpess_013167,2026-08-07 00:04:57.040171,camera_scanner,14.388545980767887
sess_008311,nrpess_023947,2026-08-20 09:51:59.692493,campo_unico,63.650418840802075
sess_008312,nrpess_004435,2026-08-06 16:08:08.008324,campo_unico,44.51525050677667
sess_008313,nrpess_024857,2026-08-10 05:02:42.923013,camera_scanner,52.79694131040619
sess_008314,nrpess_011808,2026-08-07 07:41:40.433826,campo_unico,54.56576182275113
sess_008315,nrpess_017180,2026-08-04 19:56:52.857358,campo_unico,63.44015296413953
sess_008316,nrpess_003811,2026-08-20 20:44:58.467500,atalho_direto,46.110150594401254
sess_008317,nrpess_017756,2026-08-05 19:21:47.392822,campo_unico,71.5722073662924
sess_008318,nrpess_015468,2026-08-10 17:58:22.823780,camera_scanner,17.77605788234792
sess_008319,nrpess_016967,2026-08-22 06:37:28.233908,camera_scanner,50.114755240618926
sess_008320,nrpess_017327,2026-08-18 20:54:03.285632,atalho_direto,67.34107262664176
sess_008321,nrpess_015725,2026-08-02 06:56:57.999888,campo_unico,42.65015049356702
sess_008322,nrpess_017293,2026-08-10 10:32:24.294991,camera_scanner,53.58441955001414
sess_008323,nrpess_009351,2026-08-04 20:08:06.816673,camera_scanner,51.7292608455982
sess_008324,nrpess_019315,2026-08-06 13:47:19.917107,camera_scanner,41.56819766719128
sess_008325,nrpess_021471,2026-08-16 20:51:01.411119,atalho_direto,45.036197120066035
sess_008326,nrpess_005333,2026-08-19 06:34:43.852061,campo_unico,67.27451647660838
sess_008327,nrpess_021169,2026-08-03 09:04:45.173607,campo_unico,90.56754909933244
sess_008328,nrpess_014132,2026-08-03 11:13:14.508558,atalho_direto,22.615588032772145
sess_008329,nrpess_006553,2026-08-12 02:37:40.270815,campo_unico,45.364730447035484
sess_008330,nrpess_002939,2026-08-12 19:05:23.059926,campo_unico,48.71961155986721
sess_008331,nrpess_011345,2026-08-13 00:02:00.697020,atalho_direto,36.86774936707983
sess_008332,nrpess_016340,2026-08-17 21:49:17.359303,camera_scanner,29.174748832197814
sess_008333,nrpess_010213,2026-08-14 18:14:43.115406,camera_scanner,45.712197616594864
sess_008334,nrpess_004974,2026-08-06 03:41:06.957311,campo_unico,57.38189526324336
sess_008335,nrpess_012296,2026-08-12 21:15:47.493250,camera_scanner,66.68861510472925
sess_008336,nrpess_024030,2026-08-17 22:38:08.813435,campo_unico,45.64818709267684
sess_008337,nrpess_018996,2026-08-12 14:34:50.263192,campo_unico,36.11753351482734
sess_008338,nrpess_014191,2026-08-21 21:16:39.855187,camera_scanner,53.68370178655909
sess_008339,nrpess_019833,2026-08-12 16:59:49.686400,campo_unico,62.5777374857729
sess_008340,nrpess_024363,2026-08-15 18:31:42.767649,atalho_direto,19.368689048717034
sess_008341,nrpess_008142,2026-08-13 11:03:21.310229,camera_scanner,14.426049993128323
sess_008342,nrpess_023948,2026-08-16 20:31:08.320429,campo_unico,83.80039177530315
sess_008343,nrpess_009472,2026-08-22 09:14:43.578990,campo_unico,90.12865527995022
sess_008344,nrpess_017121,2026-08-20 20:58:29.097045,campo_unico,57.5919893431426
sess_008345,nrpess_016080,2026-08-14 15:55:11.360298,atalho_direto,40.83979310541653
sess_008346,nrpess_017886,2026-08-10 09:44:30.815184,campo_unico,44.4684428094376
sess_008347,nrpess_017386,2026-08-10 08:38:38.150572,atalho_direto,62.76893881136931
sess_008348,nrpess_000865,2026-08-22 06:37:16.952946,campo_unico,56.26522380301023
sess_008349,nrpess_012808,2026-08-23 12:49:08.205419,atalho_direto,39.30358036525858
sess_008350,nrpess_001377,2026-08-02 21:36:55.551000,campo_unico,76.37666508773319
sess_008351,nrpess_012349,2026-08-21 02:46:16.965251,atalho_direto,92.64517591875986
sess_008352,nrpess_017745,2026-08-14 09:20:53.920094,camera_scanner,58.760095986160245
sess_008353,nrpess_004130,2026-08-02 20:27:41.260962,campo_unico,71.48159087819593
sess_008354,nrpess_017250,2026-08-23 02:06:43.380513,camera_scanner,56.16917000093392
sess_008355,nrpess_015044,2026-08-11 01:22:24.692799,atalho_direto,56.07572220238279
sess_008356,nrpess_001109,2026-08-09 05:00:51.276732,campo_unico,70.1922370528523
sess_008357,nrpess_022367,2026-08-14 06:47:56.976375,camera_scanner,55.166994704113364
sess_008358,nrpess_005516,2026-08-05 13:02:45.600488,campo_unico,67.37988215468248
sess_008359,nrpess_011438,2026-08-05 13:03:02.960573,campo_unico,72.30887459278634
sess_008360,nrpess_016957,2026-08-10 01:42:00.227741,camera_scanner,47.07957814824392
sess_008361,nrpess_016994,2026-08-10 21:26:39.060195,atalho_direto,43.628723089200534
sess_008362,nrpess_018942,2026-08-12 20:25:33.167183,campo_unico,54.70957558188145
sess_008363,nrpess_020427,2026-08-07 03:29:27.128474,camera_scanner,17.096174453247556
sess_008364,nrpess_003340,2026-08-05 17:17:22.943159,campo_unico,20.073039301335196
sess_008365,nrpess_011666,2026-08-23 17:22:58.521998,camera_scanner,16.312704059841565
sess_008366,nrpess_016046,2026-08-11 03:35:36.516596,atalho_direto,88.29072132331916
sess_008367,nrpess_000878,2026-08-19 08:18:27.087130,atalho_direto,61.99569720408979
sess_008368,nrpess_017005,2026-08-09 02:26:03.741194,campo_unico,57.05322398226719
sess_008369,nrpess_021086,2026-08-12 17:44:17.611371,atalho_direto,28.115080646310627
sess_008370,nrpess_000471,2026-08-13 19:33:00.809937,camera_scanner,52.61545331082608
sess_008371,nrpess_005195,2026-08-15 10:11:03.932165,campo_unico,60.52816376760419
sess_008372,nrpess_024665,2026-08-16 09:47:12.683030,campo_unico,84.76165196497476
sess_008373,nrpess_002617,2026-08-21 03:29:57.663239,camera_scanner,44.49099546298508
sess_008374,nrpess_005160,2026-08-21 23:32:03.681357,atalho_direto,49.59643587141978
sess_008375,nrpess_024500,2026-08-22 21:06:38.127804,campo_unico,31.45626548182241
sess_008376,nrpess_008823,2026-08-05 08:22:07.197371,campo_unico,72.55728232144175
