session_id,nrpess,dt_jornada,ponto_entrada,tempo_tela_segundos,segmento,cluster_engajamento,saldo_medio_conta,gasto_cartao_mes,freq_pix_mes,freq_boletos_mes,prob_organica_base,id_campanha,nome_do_produto,espaco_veiculacao,tag_publico_macro,dt_exposicao,clicou_flag,delta_horas,peso_atribuicao_causal,venda_concluida_flag
sess_006020,nrpess_003599,2026-08-08 09:09:38.337892,atalho_direto,28.763548038759062,Especial,Baixo Engajamento,6661.19,204.82,0,1,0.05,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006021,nrpess_005338,2026-08-06 18:45:09.601919,atalho_direto,65.25490963537123,Select,Moderado,10879.36,1034.07,6,4,0.336,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006022,nrpess_004273,2026-08-15 16:35:42.515656,camera_scanner,79.34771158326544,Varejo,Moderado,682.88,651.49,10,1,0.306,CAMP_0100,Consórcio Auto,Pós-Pix Transacional,Geral App,2026-08-11 23:38:14.348398,0.0,88.95782423833333,0.0,0
sess_006023,nrpess_018467,2026-08-08 07:53:48.421700,campo_unico,82.70153961809389,Varejo,Muito Engajado,1093.31,3361.44,18,6,0.774,CAMP_0104,Pix Parcelado,Banner Home,Alta Renda Pix,2026-08-08 01:54:54.402145,0.0,5.981672098611111,0.15997540266791027,0
sess_006024,nrpess_006309,2026-08-19 02:08:33.794618,camera_scanner,38.13350479588557,Select,Moderado,20761.22,1764.95,7,3,0.339,CAMP_0100,Pix Parcelado,Banner Home,Alta Renda Pix,2026-08-10 12:35:25.645965,0.0,205.55226351472223,0.0,1
sess_006025,nrpess_001742,2026-08-04 21:02:19.042704,camera_scanner,65.8651509404427,Especial,Moderado,7042.87,1499.48,8,3,0.357,CAMP_0107,Cartão Black,Banner Home,Especial sem Seguro,2026-08-03 05:47:47.154708,0.0,39.24219111,0.06664812274289703,0
sess_006026,nrpess_014459,2026-08-20 10:34:44.354781,campo_unico,26.414465541899865,Especial,Baixo Engajamento,6759.69,887.0,1,2,0.127,CAMP_0102,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-13 17:32:10.553790,0.0,161.0427224975,0.0,0
sess_006027,nrpess_006229,2026-08-20 20:32:25.347487,atalho_direto,47.73266667564118,Varejo,Moderado,2462.45,1897.46,7,5,0.422,CAMP_0107,Cartão Black,Banner Home,Especial sem Seguro,2026-08-05 18:55:45.272553,0.0,361.6111319261111,0.0,1
sess_006028,nrpess_003263,2026-08-20 01:51:49.313302,atalho_direto,66.18020413273481,Varejo,Muito Engajado,2861.13,3039.75,17,3,0.621,CAMP_0108,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-10 13:55:32.997993,1.0,227.9378653636111,0.0,0
sess_006029,nrpess_018630,2026-08-15 22:50:53.966157,campo_unico,66.49753447940328,Select,Baixo Engajamento,22586.57,50.0,2,1,0.091,CAMP_0100,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-02 05:29:29.230634,0.0,329.3568709786111,0.0,0
sess_006031,nrpess_008982,2026-08-20 06:27:28.266865,atalho_direto,37.436999822264355,Especial,Moderado,11394.38,2319.27,7,3,0.353,CAMP_0106,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-08 23:37:51.111970,0.0,270.82698747083333,0.0,0
sess_006033,nrpess_014322,2026-08-11 14:15:23.824958,camera_scanner,53.4731840508327,Especial,Moderado,7613.03,1950.74,4,2,0.229,CAMP_0102,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-06 02:07:58.550454,1.0,132.12368736222223,0.0,0
sess_006034,nrpess_000937,2026-08-23 02:57:22.297696,campo_unico,73.39339598929585,Select,Moderado,22825.66,2231.67,6,0,0.206,CAMP_0109,Pix Parcelado,Push Notification,Geral App,2026-08-20 13:37:00.425498,0.0,61.33940894388889,0.022965205451478444,0
sess_006035,nrpess_005590,2026-08-13 08:19:07.018670,campo_unico,64.94150096415189,Varejo,Muito Engajado,1660.02,2992.97,16,3,0.595,CAMP_0106,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-11 10:18:45.438670,0.0,46.00599444444444,0.028402484458421886,1
sess_006038,nrpess_008091,2026-08-15 16:45:57.437481,camera_scanner,29.37779902838893,Varejo,Muito Engajado,2734.96,3158.73,25,7,0.95,CAMP_0114,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-13 20:07:10.941238,0.0,44.64624895638889,0.003792989672294035,1
sess_006039,nrpess_013235,2026-08-16 14:57:55.659110,atalho_direto,41.846868450558986,Select,Muito Engajado,18975.46,3939.89,18,2,0.628,CAMP_0113,Cartão Black,Banner Home,Especial sem Seguro,2026-08-02 02:07:01.307836,0.0,348.84843090944446,0.0,1
sess_006040,nrpess_009586,2026-08-11 21:29:08.278318,campo_unico,69.75821745511485,Varejo,Moderado,1293.09,1892.38,10,4,0.457,CAMP_0114,Pix Parcelado,Push Notification,Propensos a Cartão,2026-08-03 07:12:29.769477,0.0,206.27736356694444,0.0,0
sess_006042,nrpess_010322,2026-08-07 13:43:42.504397,campo_unico,86.61797898263646,Select,Moderado,31581.79,3169.68,8,4,0.439,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006043,nrpess_013090,2026-08-23 14:11:32.834787,campo_unico,5.0,Varejo,Moderado,1565.66,1531.96,9,2,0.343,CAMP_0113,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-08 12:46:51.521418,0.0,361.4114759358334,0.0,1
sess_006044,nrpess_022602,2026-08-10 10:23:32.928940,campo_unico,8.929630444719635,Varejo,Moderado,1616.2,2624.15,9,4,0.451,CAMP_0106,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-10 08:39:20.672545,0.0,1.7367378875000001,0.49659784191075607,1
sess_006045,nrpess_017195,2026-08-11 05:20:36.321629,campo_unico,41.26556609456413,Varejo,Baixo Engajamento,1513.12,819.57,3,2,0.175,CAMP_0107,Pix Parcelado,Push Notification,Alta Renda Pix,2026-08-08 12:23:10.891671,0.0,64.95706387722223,0.019362074809253595,0
sess_006047,nrpess_019705,2026-08-10 01:05:34.153478,camera_scanner,55.21075454264336,Varejo,Baixo Engajamento,545.97,802.06,2,1,0.11,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006048,nrpess_019421,2026-08-03 04:32:51.917926,atalho_direto,51.46296781495556,Especial,Moderado,3496.32,2140.48,14,1,0.444,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,1
sess_006049,nrpess_024079,2026-08-14 17:42:52.007444,camera_scanner,40.28893798870356,Varejo,Moderado,1198.41,2448.99,6,2,0.291,CAMP_0107,Cartão Black,Banner Home,Alta Renda Pix,2026-08-07 01:32:30.106441,1.0,184.17275027861112,0.0,0
sess_006050,nrpess_016802,2026-08-20 15:22:28.525976,atalho_direto,38.700981035261584,Select,Moderado,27363.54,2805.69,13,2,0.475,CAMP_0113,Cartão Black,Banner Home,Propensos a Cartão,2026-08-15 22:24:59.244266,0.0,112.95813380833333,0.0,0
sess_006051,nrpess_007386,2026-08-14 17:59:43.408815,campo_unico,41.928039767678996,Varejo,Baixo Engajamento,2811.68,522.42,2,1,0.103,CAMP_0112,Cartão Black,Push Notification,Alta Renda Pix,2026-08-05 14:51:00.296962,1.0,219.14530884805555,0.0,0
sess_006052,nrpess_005188,2026-08-14 14:06:43.463780,campo_unico,40.614217735455696,Select,Baixo Engajamento,43014.76,237.03,3,0,0.081,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006054,nrpess_020735,2026-08-03 10:47:52.401789,atalho_direto,24.173256331699545,Especial,Muito Engajado,5415.3,4434.77,16,9,0.871,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,1
sess_006055,nrpess_023604,2026-08-07 08:37:05.583087,campo_unico,33.907722299825096,Varejo,Moderado,1364.79,1913.42,11,5,0.523,CAMP_0106,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-06 11:23:55.562303,1.0,21.219450217777776,0.1400266810338396,1
sess_006056,nrpess_008626,2026-08-07 23:04:14.915619,campo_unico,30.580948175040174,Varejo,Muito Engajado,1836.39,4292.96,15,0,0.482,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,1
sess_006058,nrpess_013684,2026-08-20 12:21:14.875883,campo_unico,43.74608766018642,Especial,Moderado,11746.42,1888.04,5,5,0.372,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006059,nrpess_003953,2026-08-16 23:13:02.523038,atalho_direto,26.74108578178349,Varejo,Baixo Engajamento,1706.27,621.4,3,1,0.131,CAMP_0105,Pix Parcelado,Carrossel Ofertas,Geral App,2026-08-09 00:14:25.733834,0.0,190.97688589,0.0,0
sess_006061,nrpess_000922,2026-08-09 08:32:08.223369,campo_unico,62.62126428929113,Select,Muito Engajado,21395.01,3265.77,21,5,0.807,CAMP_0106,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-05 09:37:28.142542,0.0,94.91113356305556,0.0,1
sess_006062,nrpess_014270,2026-08-09 08:55:19.851630,campo_unico,39.95711885709715,Especial,Moderado,6470.21,2382.0,10,4,0.47,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,1
sess_006063,nrpess_015960,2026-08-04 19:31:51.424093,atalho_direto,43.652945619701114,Especial,Moderado,8574.93,1569.54,7,2,0.294,CAMP_0107,Pix Parcelado,Banner Home,Geral App,2026-08-04 03:11:56.517848,0.0,16.33191840138889,0.2748558114252724,0
sess_006064,nrpess_009099,2026-08-20 14:15:06.552027,campo_unico,35.181454084786864,Varejo,Moderado,2111.71,1907.98,8,3,0.368,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,1
sess_006067,nrpess_013024,2026-08-18 09:44:33.729634,camera_scanner,38.71812599693605,Especial,Moderado,6866.08,2432.56,12,4,0.521,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006068,nrpess_012467,2026-08-15 03:32:21.387757,atalho_direto,23.476004768020903,Varejo,Moderado,1411.96,2348.19,7,5,0.434,CAMP_0109,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-12 05:00:35.279271,0.0,70.52947457944445,0.009627772339221902,0
sess_006071,nrpess_023393,2026-08-06 08:50:21.616837,atalho_direto,54.933364540100584,Select,Moderado,16552.53,1669.13,5,2,0.247,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006072,nrpess_018489,2026-08-21 22:36:54.709193,atalho_direto,72.24115152647127,Varejo,Baixo Engajamento,1576.15,438.54,4,2,0.191,CAMP_0114,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-03 03:33:02.790973,1.0,451.0644217277778,0.0,0
sess_006074,nrpess_024031,2026-08-08 20:21:37.643610,atalho_direto,51.90589241068975,Varejo,Moderado,301.43,2109.05,6,3,0.323,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006076,nrpess_015528,2026-08-22 10:52:43.808421,campo_unico,62.150963071332214,Especial,Moderado,7236.04,2706.43,8,2,0.348,CAMP_0102,Consórcio Auto,Push Notification,Geral App,2026-08-21 10:52:41.722243,0.0,24.00057949388889,0.16299454401193905,0
sess_006077,nrpess_005883,2026-08-07 10:01:23.770763,campo_unico,13.441603871700153,Private,Moderado,114579.33,2090.38,9,4,0.437,CAMP_0111,Consórcio Auto,Carrossel Ofertas,Geral App,2026-08-05 17:47:08.812499,0.0,40.237488406666664,0.055095671614461696,0
sess_006078,nrpess_018056,2026-08-22 12:15:58.143280,campo_unico,46.859531226264,Select,Moderado,27551.79,2208.05,5,6,0.42,CAMP_0106,Cartão Black,Carrossel Ofertas,Especial sem Seguro,2026-08-15 00:09:25.427196,0.0,180.1090878011111,0.0,0
sess_006079,nrpess_004757,2026-08-18 04:19:41.854941,campo_unico,19.72799214385549,Especial,Muito Engajado,8367.63,3558.34,15,11,0.904,CAMP_0108,Cartão Black,Banner Home,Alta Renda Pix,2026-08-14 16:50:38.579387,0.0,83.48424320944444,0.0,0
sess_006080,nrpess_021083,2026-08-19 09:00:17.542778,atalho_direto,46.86797066876676,Select,Moderado,36981.65,2119.35,9,8,0.598,CAMP_0102,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-16 21:30:42.280853,0.0,59.4931283125,0.01293574283878946,1
sess_006081,nrpess_015230,2026-08-18 05:02:16.612630,atalho_direto,78.35802297713293,Varejo,Moderado,1124.28,1833.6,2,1,0.136,CAMP_0105,Seguro Pix,Push Notification,Especial sem Seguro,2026-08-09 00:14:30.717544,0.0,220.79608196833334,0.0,0
sess_006082,nrpess_001182,2026-08-12 12:16:43.622964,campo_unico,37.5867207670488,Especial,Moderado,11063.2,1559.19,7,1,0.254,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006084,nrpess_008158,2026-08-03 09:02:37.648942,campo_unico,67.00045300587419,Varejo,Moderado,1242.99,1870.23,7,6,0.462,CAMP_0111,Consórcio Auto,Push Notification,Especial sem Seguro,2026-08-02 11:37:15.120572,1.0,21.422924547222223,0.15608830649827107,0
sess_006085,nrpess_001966,2026-08-23 16:09:38.395871,campo_unico,49.77502763600241,Varejo,Baixo Engajamento,1639.11,280.6,0,1,0.05,CAMP_0114,Consórcio Auto,Push Notification,Alta Renda Pix,2026-08-17 04:47:19.751994,0.0,155.37184552138888,0.0,0
sess_006087,nrpess_012963,2026-08-23 09:21:16.819558,campo_unico,37.20647587399229,Varejo,Baixo Engajamento,3826.23,1008.3,4,2,0.205,CAMP_0102,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-13 16:34:59.580363,0.0,232.77145533194445,0.0,0
sess_006088,nrpess_023012,2026-08-12 03:28:24.664743,campo_unico,66.98989744099183,Varejo,Moderado,1502.21,1310.11,15,4,0.568,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006089,nrpess_014622,2026-08-05 19:49:15.795257,campo_unico,44.525338185195494,Varejo,Moderado,1758.96,1729.42,9,5,0.468,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006090,nrpess_006298,2026-08-06 13:19:36.603717,atalho_direto,46.04869803360302,Especial,Moderado,11089.79,1790.95,5,2,0.25,CAMP_0113,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-02 23:47:53.601313,0.0,85.5286117788889,0.0,1
sess_006091,nrpess_012346,2026-08-19 21:58:10.688394,campo_unico,49.534258561167405,Varejo,Baixo Engajamento,2137.11,383.39,1,2,0.115,CAMP_0106,Pix Parcelado,Carrossel Ofertas,Propensos a Cartão,2026-08-04 07:25:16.414034,0.0,374.54840954444444,0.0,0
sess_006092,nrpess_013113,2026-08-05 21:57:58.209884,campo_unico,87.95254588560567,Varejo,Moderado,2148.94,2366.71,7,3,0.354,CAMP_0106,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-05 21:30:51.207186,0.0,0.4519451938888889,0.6293541442639561,0
sess_006094,nrpess_021518,2026-08-19 09:46:30.402298,campo_unico,54.693774182611406,Varejo,Baixo Engajamento,2991.15,558.28,2,1,0.104,CAMP_0100,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-04 21:58:06.893390,0.0,347.8065302522222,0.0,1
sess_006095,nrpess_006915,2026-08-20 01:22:16.021158,camera_scanner,31.575718596383286,Varejo,Muito Engajado,1443.61,2602.47,8,8,0.585,CAMP_0114,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-04 22:19:58.526910,0.0,363.0381928466667,0.0,1
sess_006097,nrpess_015314,2026-08-12 05:20:56.545866,campo_unico,45.422283888662896,Varejo,Moderado,2350.09,1300.14,8,3,0.353,CAMP_0111,Consórcio Auto,Carrossel Ofertas,Alta Renda Pix,2026-08-07 11:28:03.606895,1.0,113.8813719363889,0.0,0
sess_006098,nrpess_008119,2026-08-06 13:20:21.225961,campo_unico,71.43481112896649,Especial,Baixo Engajamento,6960.63,259.85,0,2,0.086,CAMP_0107,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-03 23:41:26.787279,1.0,61.64845518944445,0.025968289604851664,0
sess_006099,nrpess_014360,2026-08-22 21:09:48.211698,atalho_direto,38.46368784122222,Select,Moderado,13853.53,1635.02,4,4,0.301,CAMP_0109,Seguro Pix,Push Notification,Alta Renda Pix,2026-08-17 19:26:52.157191,0.0,121.7155706963889,0.0,0
sess_006100,nrpess_017680,2026-08-17 22:00:14.627862,campo_unico,75.41567616961119,Especial,Muito Engajado,10040.77,3865.04,10,5,0.547,CAMP_0110,Cartão Black,Push Notification,Geral App,2026-08-11 23:44:11.781679,0.0,142.26745727305556,0.0,0
sess_006101,nrpess_008609,2026-08-09 20:46:36.283138,campo_unico,34.583037682781864,Select,Moderado,30468.48,1590.78,9,5,0.465,CAMP_0103,Cartão Black,Push Notification,Especial sem Seguro,2026-08-02 05:43:01.349128,0.0,183.05970389166666,0.0,0
sess_006102,nrpess_016686,2026-08-16 02:13:42.805141,campo_unico,58.88774677115089,Varejo,Baixo Engajamento,1696.4,824.9,4,2,0.201,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006103,nrpess_008369,2026-08-16 09:21:06.352651,campo_unico,32.83155985133384,Varejo,Muito Engajado,1235.59,2266.29,16,1,0.497,CAMP_0110,Cartão Black,Push Notification,Alta Renda Pix,2026-08-05 20:26:16.431606,0.0,252.91386695694445,0.0,1
sess_006104,nrpess_019081,2026-08-22 17:50:42.741751,camera_scanner,55.826444337784736,Especial,Moderado,6683.88,1860.2,14,4,0.557,CAMP_0103,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-19 08:42:32.489458,1.0,81.1361811925,0.0,1
sess_006105,nrpess_020175,2026-08-13 04:47:41.345431,atalho_direto,80.35320167846209,Varejo,Baixo Engajamento,1811.83,1133.91,1,0,0.053,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006106,nrpess_008557,2026-08-10 00:40:58.790729,atalho_direto,56.22794366314832,Especial,Moderado,4453.52,1667.41,10,6,0.532,CAMP_0113,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-03 08:33:51.359006,0.0,160.11873103416667,0.0,1
sess_006107,nrpess_016255,2026-08-09 04:36:23.012248,atalho_direto,50.04144089586274,Private,Baixo Engajamento,92090.08,344.03,1,0,0.05,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006108,nrpess_008618,2026-08-15 12:12:32.346524,campo_unico,37.259579088160386,Varejo,Moderado,2326.05,2077.91,5,3,0.297,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006110,nrpess_006765,2026-08-22 12:20:11.748069,campo_unico,46.08040621432116,Select,Muito Engajado,42605.82,3677.99,20,1,0.632,CAMP_0106,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-15 07:10:07.793769,0.0,173.16776508333334,0.0,0
sess_006116,nrpess_000831,2026-08-21 17:31:39.759100,campo_unico,41.68500132811123,Varejo,Moderado,2836.1,1330.12,8,5,0.433,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006117,nrpess_020509,2026-08-13 14:11:43.025342,campo_unico,63.53699994068755,Varejo,Moderado,1087.97,1494.05,12,2,0.417,CAMP_0101,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-12 23:56:21.377161,0.0,14.25601338361111,0.25588485618678314,0
sess_006125,nrpess_013974,2026-08-22 09:03:49.173084,campo_unico,29.748735293781117,Especial,Moderado,9933.49,1701.32,9,1,0.308,CAMP_0114,Cartão Black,Banner Home,Especial sem Seguro,2026-08-14 22:12:02.167718,1.0,178.86305704611112,0.0,0
sess_006126,nrpess_013378,2026-08-22 02:15:48.311875,atalho_direto,40.51858563541149,Especial,Moderado,7839.53,2013.43,7,5,0.425,CAMP_0110,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-05 16:59:08.296468,0.0,393.2777820575,0.0,0
sess_006128,nrpess_009730,2026-08-23 10:15:44.534518,campo_unico,42.89231697914081,Varejo,Baixo Engajamento,1425.54,357.47,6,1,0.199,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006129,nrpess_003077,2026-08-16 19:42:28.318826,atalho_direto,77.39730154710189,Varejo,Moderado,1421.65,1311.6,9,1,0.298,CAMP_0109,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-09 14:20:48.468656,1.0,173.36106949166665,0.0,1
sess_006130,nrpess_002420,2026-08-15 17:06:17.309644,atalho_direto,50.87573235594018,Varejo,Muito Engajado,2363.09,2759.0,27,7,0.95,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,1
sess_006133,nrpess_018972,2026-08-08 01:54:01.889872,atalho_direto,51.827269318473185,Especial,Muito Engajado,8115.1,4926.34,14,14,0.95,CAMP_0100,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-04 19:14:53.960900,0.0,78.65220249222223,0.0,0
sess_006134,nrpess_001621,2026-08-16 23:49:04.269427,atalho_direto,75.89888556981737,Varejo,Muito Engajado,1493.85,4856.18,19,4,0.756,CAMP_0106,Cartão Black,Pós-Pix Transacional,Alta Renda Pix,2026-08-02 06:22:29.110741,0.0,353.44309963499995,0.0,1
sess_006135,nrpess_024977,2026-08-17 00:47:07.261130,campo_unico,75.20005643178274,Especial,Baixo Engajamento,6665.76,224.77,2,1,0.096,CAMP_0110,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-08 00:24:28.233220,0.0,216.37750775277777,0.0,0
sess_006136,nrpess_011483,2026-08-18 07:08:15.423153,camera_scanner,77.17966342605564,Especial,Moderado,9853.26,1933.3,4,4,0.308,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006137,nrpess_008344,2026-08-23 04:59:38.930977,campo_unico,57.379634683408646,Private,Moderado,80616.99,1952.86,9,1,0.314,CAMP_0112,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-18 08:19:33.325160,0.0,116.66822383805555,0.0,0
sess_006138,nrpess_016817,2026-08-22 02:36:18.158454,campo_unico,48.399283116850775,Varejo,Moderado,1505.37,1988.32,9,5,0.475,CAMP_0102,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-04 04:19:30.124932,0.0,430.2800093116667,0.0,1
sess_006139,nrpess_022770,2026-08-16 15:56:26.469466,camera_scanner,33.07476253437758,Varejo,Baixo Engajamento,2045.59,188.81,0,2,0.085,CAMP_0100,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-15 16:45:49.478101,0.0,23.176942045833332,0.23988781962838185,1
sess_006140,nrpess_021729,2026-08-17 10:00:37.778529,atalho_direto,57.95663407615102,Varejo,Baixo Engajamento,1378.27,1086.72,2,0,0.077,CAMP_0112,Seguro Pix,Push Notification,Especial sem Seguro,2026-08-10 00:21:31.823196,0.0,177.6516542591667,0.0,0
sess_006141,nrpess_016686,2026-08-03 10:41:41.950741,camera_scanner,52.565155216874054,Varejo,Baixo Engajamento,1696.4,824.9,4,2,0.201,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006142,nrpess_003674,2026-08-15 19:56:09.749806,campo_unico,5.0,Especial,Baixo Engajamento,4562.55,666.65,3,2,0.172,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006143,nrpess_001926,2026-08-14 22:17:27.239849,campo_unico,49.23856565420925,Especial,Moderado,8198.17,1735.54,2,1,0.133,CAMP_0107,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-12 15:55:36.152473,0.0,54.36419093777778,0.037518726091831746,0
sess_006145,nrpess_020995,2026-08-21 04:24:41.222207,campo_unico,44.79373334853571,Varejo,Moderado,0.0,1126.13,7,5,0.403,CAMP_0112,Seguro Pix,Push Notification,Especial sem Seguro,2026-08-19 16:17:48.111273,1.0,36.11475303722222,0.07413199172885325,0
sess_006148,nrpess_003107,2026-08-08 15:54:40.946879,campo_unico,57.11884439142618,Varejo,Moderado,1878.56,1622.11,9,2,0.346,CAMP_0100,Consórcio Auto,Push Notification,Alta Renda Pix,2026-08-06 06:54:38.873620,0.0,57.00057590527778,0.024303611925350837,0
sess_006150,nrpess_002799,2026-08-13 07:48:44.820784,campo_unico,30.076435357599753,Varejo,Moderado,1177.16,2124.79,12,3,0.473,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006151,nrpess_022621,2026-08-16 11:03:41.543956,atalho_direto,31.680479375652727,Select,Moderado,34889.9,1500.24,7,1,0.253,CAMP_0106,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-04 00:26:27.638147,1.0,298.62052939138886,0.0,0
sess_006152,nrpess_010676,2026-08-02 09:31:32.994942,campo_unico,37.645002064818755,Select,Moderado,5931.6,976.95,2,2,0.154,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006153,nrpess_023225,2026-08-16 13:13:35.788409,camera_scanner,45.430306249441756,Select,Moderado,42835.69,1514.65,8,2,0.318,CAMP_0108,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-06 03:36:22.789423,0.0,249.6202774961111,0.0,1
sess_006154,nrpess_001980,2026-08-17 05:07:54.873610,atalho_direto,49.56169861218396,Varejo,Muito Engajado,658.82,2591.8,21,11,0.95,CAMP_0112,Pix Parcelado,Banner Home,Geral App,2026-08-14 19:33:20.388368,0.0,57.576245900555556,0.0017973055546587945,0
sess_006155,nrpess_004694,2026-08-23 14:16:12.331448,camera_scanner,62.47621859379967,Varejo,Moderado,1736.06,2212.24,5,3,0.3,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006156,nrpess_007407,2026-08-20 03:29:48.906225,camera_scanner,22.091073155054417,Private,Moderado,69304.87,1995.08,7,5,0.425,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006157,nrpess_001184,2026-08-02 23:34:04.429931,atalho_direto,60.308452600325104,Varejo,Moderado,2366.89,2200.54,5,5,0.38,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006159,nrpess_008377,2026-08-14 03:02:23.778770,campo_unico,98.12452810333343,Varejo,Moderado,1312.95,2081.15,7,3,0.347,CAMP_0105,Cartão Black,Banner Home,Especial sem Seguro,2026-08-04 08:26:16.724276,1.0,234.60195958166668,0.0,1
sess_006160,nrpess_013600,2026-08-06 16:06:40.251289,camera_scanner,46.54286358849142,Varejo,Moderado,876.33,2869.12,7,2,0.327,CAMP_0101,Pix Parcelado,Banner Home,Alta Renda Pix,2026-08-04 03:45:52.997150,0.0,60.346459483055554,0.020614550107230026,1
sess_006162,nrpess_004076,2026-08-08 06:49:38.252267,camera_scanner,57.31567185046213,Varejo,Muito Engajado,1458.78,2576.42,19,7,0.819,,Transação Padrão,Orgânico Puro (Sem Campanha),,,,999.0,0.0,0
sess_006163,nrpess_024920,2026-08-13 09:36:36.753961,camera_scanner,43.636995443449706,Private,Moderado,64579.81,2207.27,7,5,0.43,CAMP_0104,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-12 04:19:36.306666,0.0,29.283457581944447,0.10502070513688468,1
sess_006164,nrpess_000983,2026-08-19 00:27:52.693343,campo_unico,50.81329803478061,Varejo,Baixo Engajamento,1916.81,705.62,2,4,0.228,CAMP_0114,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-05 07:37:26.242209,0.0,328.84068087055556,0.0,0
