id_campanha,nrpess,nome_do_produto,espaco_veiculacao,tag_publico_macro,dt_exposicao,clicou_flag
CAMP_0103,nrpess_009304,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-03 03:22:52.580856,0
CAMP_0103,nrpess_009614,Consórcio Auto,Push Notification,Especial sem Seguro,2026-08-05 21:24:00.224400,0
CAMP_0101,nrpess_016306,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-14 21:06:47.548594,0
CAMP_0103,nrpess_005564,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-20 16:47:16.719157,0
CAMP_0114,nrpess_019540,Seguro Pix,Banner Home,Geral App,2026-08-18 00:14:20.195453,0
CAMP_0112,nrpess_012992,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-09 12:54:57.897203,0
CAMP_0102,nrpess_016360,Consórcio Auto,Push Notification,Propensos a Cartão,2026-08-21 08:54:54.001273,0
CAMP_0105,nrpess_012657,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-19 07:16:10.479634,1
CAMP_0104,nrpess_024397,Pix Parcelado,Push Notification,Especial sem Seguro,2026-08-01 15:34:59.775251,0
CAMP_0113,nrpess_001136,Seguro Pix,Carrossel Ofertas,Especial sem Seguro,2026-08-15 05:32:17.710367,0
CAMP_0113,nrpess_021395,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-19 11:27:20.120491,0
CAMP_0104,nrpess_021627,Seguro Pix,Banner Home,Geral App,2026-08-09 06:18:01.517492,0
CAMP_0101,nrpess_005139,Seguro Pix,Carrossel Ofertas,Especial sem Seguro,2026-08-13 06:04:11.888237,0
CAMP_0114,nrpess_008654,Consórcio Auto,Banner Home,Geral App,2026-08-12 03:30:21.038588,0
CAMP_0114,nrpess_003715,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-02 16:46:21.489099,0
CAMP_0113,nrpess_000382,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-02 08:05:21.723898,1
CAMP_0103,nrpess_021696,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-03 22:59:36.923112,0
CAMP_0101,nrpess_012847,Cartão Black,Push Notification,Geral App,2026-08-06 18:37:23.645992,0
CAMP_0106,nrpess_020632,Seguro Pix,Push Notification,Especial sem Seguro,2026-08-07 22:27:11.853508,0
CAMP_0109,nrpess_021689,Consórcio Auto,Carrossel Ofertas,Geral App,2026-08-21 11:40:53.646666,0
CAMP_0109,nrpess_018294,Cartão Black,Banner Home,Geral App,2026-08-08 22:40:32.168651,0
CAMP_0114,nrpess_003359,Consórcio Auto,Pós-Pix Transacional,Propensos a Cartão,2026-08-15 23:02:58.351786,0
CAMP_0107,nrpess_024561,Pix Parcelado,Carrossel Ofertas,Propensos a Cartão,2026-08-14 14:39:05.864028,1
CAMP_0101,nrpess_020760,Cartão Black,Banner Home,Propensos a Cartão,2026-08-18 02:27:53.777664,0
CAMP_0104,nrpess_014651,Cartão Black,Push Notification,Geral App,2026-08-15 23:28:35.715164,0
CAMP_0101,nrpess_018806,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-06 14:29:15.948994,0
CAMP_0109,nrpess_002566,Cartão Black,Banner Home,Especial sem Seguro,2026-08-09 10:12:08.267461,1
CAMP_0107,nrpess_024149,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-19 07:28:53.148967,0
CAMP_0106,nrpess_008760,Pix Parcelado,Carrossel Ofertas,Propensos a Cartão,2026-08-04 12:08:01.333704,0
CAMP_0100,nrpess_021431,Seguro Pix,Push Notification,Geral App,2026-08-04 09:06:09.005481,0
CAMP_0101,nrpess_017391,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-10 09:25:16.852486,0
CAMP_0109,nrpess_006205,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-07 01:56:29.023213,0
CAMP_0106,nrpess_008227,Cartão Black,Push Notification,Alta Renda Pix,2026-08-13 04:36:19.415679,0
CAMP_0113,nrpess_018459,Cartão Black,Push Notification,Geral App,2026-08-18 07:13:29.564694,1
CAMP_0108,nrpess_016588,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-04 07:09:40.063174,1
CAMP_0107,nrpess_003206,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-19 01:13:50.881457,0
CAMP_0102,nrpess_000798,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-03 15:52:58.951437,1
CAMP_0107,nrpess_021060,Pix Parcelado,Push Notification,Alta Renda Pix,2026-08-18 02:36:49.390620,0
CAMP_0108,nrpess_011909,Seguro Pix,Carrossel Ofertas,Alta Renda Pix,2026-08-20 12:27:14.233759,1
CAMP_0104,nrpess_006169,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-01 23:53:31.649913,0
CAMP_0111,nrpess_000144,Cartão Black,Banner Home,Geral App,2026-08-04 21:10:52.416226,0
CAMP_0103,nrpess_005485,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-17 21:07:05.573779,0
CAMP_0104,nrpess_015707,Consórcio Auto,Pós-Pix Transacional,Geral App,2026-08-15 06:57:17.486254,0
CAMP_0109,nrpess_018669,Consórcio Auto,Push Notification,Especial sem Seguro,2026-08-15 19:32:46.336547,0
CAMP_0101,nrpess_016050,Cartão Black,Banner Home,Geral App,2026-08-17 07:16:27.504147,0
CAMP_0103,nrpess_015852,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-20 06:27:02.011725,0
CAMP_0114,nrpess_017198,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-16 22:42:33.328912,0
CAMP_0105,nrpess_017337,Cartão Black,Push Notification,Alta Renda Pix,2026-08-17 01:55:58.808358,0
CAMP_0111,nrpess_013302,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-08 17:04:50.716702,1
CAMP_0105,nrpess_023847,Consórcio Auto,Banner Home,Alta Renda Pix,2026-08-03 05:43:26.094716,1
CAMP_0101,nrpess_011180,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-19 07:35:38.709821,0
CAMP_0113,nrpess_020145,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-21 12:30:49.375484,0
CAMP_0114,nrpess_013790,Cartão Black,Banner Home,Alta Renda Pix,2026-08-21 00:41:13.596237,0
CAMP_0105,nrpess_018807,Seguro Pix,Carrossel Ofertas,Propensos a Cartão,2026-08-02 15:18:34.118127,0
CAMP_0112,nrpess_003331,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-18 05:04:21.383820,0
CAMP_0103,nrpess_021675,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-03 13:07:15.706992,1
CAMP_0101,nrpess_022254,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-06 14:19:36.818609,1
CAMP_0107,nrpess_004889,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-11 12:52:56.529544,0
CAMP_0109,nrpess_022389,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-17 09:01:07.109008,0
CAMP_0103,nrpess_019507,Seguro Pix,Carrossel Ofertas,Alta Renda Pix,2026-08-08 04:34:09.801879,0
CAMP_0113,nrpess_003648,Seguro Pix,Banner Home,Geral App,2026-08-13 02:33:38.904480,0
CAMP_0106,nrpess_017815,Cartão Black,Pós-Pix Transacional,Alta Renda Pix,2026-08-17 06:08:07.792263,0
CAMP_0106,nrpess_004048,Seguro Pix,Banner Home,Geral App,2026-08-19 11:23:40.679082,0
CAMP_0109,nrpess_011072,Cartão Black,Carrossel Ofertas,Geral App,2026-08-11 18:34:17.679448,0
CAMP_0101,nrpess_018243,Consórcio Auto,Pós-Pix Transacional,Geral App,2026-08-06 17:33:36.365560,0
CAMP_0110,nrpess_002765,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-08 21:56:49.710078,1
CAMP_0102,nrpess_003251,Cartão Black,Banner Home,Especial sem Seguro,2026-08-05 08:55:03.463148,1
CAMP_0110,nrpess_010296,Pix Parcelado,Banner Home,Alta Renda Pix,2026-08-19 05:11:00.997619,0
CAMP_0107,nrpess_013956,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-11 08:16:02.649909,0
CAMP_0100,nrpess_003557,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-11 16:38:30.778999,1
CAMP_0104,nrpess_024717,Consórcio Auto,Push Notification,Geral App,2026-08-06 06:57:22.020576,0
CAMP_0108,nrpess_021781,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-12 16:30:59.517296,0
CAMP_0109,nrpess_020191,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-18 08:17:15.549231,0
CAMP_0103,nrpess_009473,Cartão Black,Carrossel Ofertas,Geral App,2026-08-19 17:48:01.906726,0
CAMP_0113,nrpess_008494,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-08 03:09:30.554980,0
CAMP_0113,nrpess_014228,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-02 01:16:20.741644,0
CAMP_0110,nrpess_002416,Consórcio Auto,Carrossel Ofertas,Especial sem Seguro,2026-08-04 16:44:15.658961,1
CAMP_0111,nrpess_017479,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-02 20:35:14.283421,0
CAMP_0114,nrpess_003095,Cartão Black,Push Notification,Propensos a Cartão,2026-08-10 06:21:32.065956,0
CAMP_0104,nrpess_021904,Seguro Pix,Banner Home,Geral App,2026-08-14 22:24:48.378146,0
CAMP_0102,nrpess_009557,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-08 15:47:51.339582,0
CAMP_0110,nrpess_016373,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-02 17:18:12.622247,0
CAMP_0108,nrpess_021834,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-09 09:26:11.782846,0
CAMP_0106,nrpess_005837,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-13 13:43:57.351361,0
CAMP_0112,nrpess_017380,Seguro Pix,Banner Home,Geral App,2026-08-11 20:25:46.957106,0
CAMP_0107,nrpess_000618,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-12 03:02:33.628390,0
CAMP_0103,nrpess_008593,Cartão Black,Carrossel Ofertas,Geral App,2026-08-07 14:27:01.818983,1
CAMP_0114,nrpess_008936,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-02 16:49:55.946213,0
CAMP_0109,nrpess_019816,Pix Parcelado,Carrossel Ofertas,Alta Renda Pix,2026-08-08 09:36:58.923090,0
CAMP_0112,nrpess_009296,Cartão Black,Push Notification,Especial sem Seguro,2026-08-04 04:34:46.517644,1
CAMP_0114,nrpess_000392,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-15 13:17:57.733911,1
CAMP_0109,nrpess_007238,Pix Parcelado,Banner Home,Geral App,2026-08-16 21:36:29.022047,0
CAMP_0109,nrpess_015275,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-07 16:29:33.819264,0
CAMP_0100,nrpess_018033,Cartão Black,Push Notification,Propensos a Cartão,2026-08-07 13:48:26.252380,0
CAMP_0108,nrpess_003322,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-09 21:39:50.489989,1
CAMP_0110,nrpess_013033,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-06 08:07:55.459345,0
CAMP_0105,nrpess_007504,Pix Parcelado,Banner Home,Geral App,2026-08-10 06:47:34.588361,0
CAMP_0105,nrpess_017291,Pix Parcelado,Banner Home,Geral App,2026-08-09 17:37:02.064338,0
CAMP_0107,nrpess_004752,Cartão Black,Banner Home,Geral App,2026-08-12 04:55:12.941896,0
CAMP_0110,nrpess_017485,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-15 19:56:32.979425,0
CAMP_0111,nrpess_015092,Pix Parcelado,Carrossel Ofertas,Geral App,2026-08-10 14:39:24.074920,0
CAMP_0111,nrpess_015440,Cartão Black,Banner Home,Especial sem Seguro,2026-08-02 22:42:34.411435,0
CAMP_0113,nrpess_009679,Consórcio Auto,Push Notification,Especial sem Seguro,2026-08-09 21:13:19.659480,0
CAMP_0113,nrpess_009855,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-02 23:43:20.723974,0
CAMP_0101,nrpess_013492,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-17 12:29:17.963073,0
CAMP_0106,nrpess_021832,Seguro Pix,Push Notification,Geral App,2026-08-19 14:58:06.605876,0
CAMP_0101,nrpess_023259,Cartão Black,Banner Home,Especial sem Seguro,2026-08-06 03:44:51.441408,0
CAMP_0111,nrpess_002022,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-17 13:44:05.274898,0
CAMP_0112,nrpess_021531,Cartão Black,Banner Home,Geral App,2026-08-15 17:06:45.716912,0
CAMP_0114,nrpess_018704,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-04 06:29:31.462668,0
CAMP_0110,nrpess_010382,Seguro Pix,Carrossel Ofertas,Especial sem Seguro,2026-08-13 03:51:53.936971,0
CAMP_0111,nrpess_001049,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-04 06:02:59.479095,0
CAMP_0108,nrpess_006486,Consórcio Auto,Push Notification,Propensos a Cartão,2026-08-05 07:06:15.019321,0
CAMP_0113,nrpess_010997,Cartão Black,Carrossel Ofertas,Propensos a Cartão,2026-08-21 01:53:16.560884,0
CAMP_0112,nrpess_021780,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-05 22:25:19.860836,0
CAMP_0110,nrpess_016991,Pix Parcelado,Push Notification,Alta Renda Pix,2026-08-13 12:27:04.921101,0
CAMP_0107,nrpess_016595,Cartão Black,Banner Home,Propensos a Cartão,2026-08-10 21:21:26.594067,0
CAMP_0114,nrpess_009873,Cartão Black,Banner Home,Alta Renda Pix,2026-08-06 15:48:54.724083,0
CAMP_0105,nrpess_023793,Consórcio Auto,Push Notification,Propensos a Cartão,2026-08-04 21:10:54.267627,0
CAMP_0105,nrpess_001720,Cartão Black,Push Notification,Alta Renda Pix,2026-08-12 01:39:57.068606,0
CAMP_0103,nrpess_018633,Consórcio Auto,Pós-Pix Transacional,Propensos a Cartão,2026-08-15 06:35:18.928488,0
CAMP_0109,nrpess_003825,Pix Parcelado,Carrossel Ofertas,Propensos a Cartão,2026-08-13 04:23:17.739476,0
CAMP_0105,nrpess_011417,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-20 07:28:16.025028,0
CAMP_0114,nrpess_012040,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-07 22:14:58.057319,1
CAMP_0111,nrpess_020513,Pix Parcelado,Banner Home,Geral App,2026-08-17 13:03:44.512042,0
CAMP_0106,nrpess_014363,Cartão Black,Banner Home,Geral App,2026-08-02 07:36:28.005361,1
CAMP_0114,nrpess_019545,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-06 12:01:24.809965,1
CAMP_0112,nrpess_003629,Cartão Black,Banner Home,Geral App,2026-08-20 10:37:42.412304,0
CAMP_0100,nrpess_004192,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-12 16:10:21.611086,0
CAMP_0100,nrpess_017682,Consórcio Auto,Push Notification,Alta Renda Pix,2026-08-15 21:43:07.767861,0
CAMP_0103,nrpess_023349,Pix Parcelado,Banner Home,Alta Renda Pix,2026-08-14 16:13:32.641427,0
CAMP_0101,nrpess_020222,Cartão Black,Banner Home,Especial sem Seguro,2026-08-14 03:07:50.712151,0
CAMP_0113,nrpess_017187,Consórcio Auto,Banner Home,Alta Renda Pix,2026-08-04 09:21:45.061366,0
CAMP_0108,nrpess_011616,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-15 08:48:53.806748,0
CAMP_0105,nrpess_009596,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-03 21:03:13.882462,0
CAMP_0105,nrpess_020280,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-08 06:43:18.994154,0
CAMP_0110,nrpess_023329,Cartão Black,Banner Home,Especial sem Seguro,2026-08-08 05:13:17.887842,1
CAMP_0105,nrpess_000081,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-12 03:35:07.807964,0
CAMP_0102,nrpess_003615,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-08 12:57:51.856063,1
CAMP_0106,nrpess_004556,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-12 15:56:15.134817,1
CAMP_0101,nrpess_021287,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-07 02:10:41.975426,0
CAMP_0112,nrpess_018128,Cartão Black,Carrossel Ofertas,Especial sem Seguro,2026-08-09 06:15:03.197749,0
CAMP_0109,nrpess_001533,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-09 22:50:06.667382,0
CAMP_0107,nrpess_020805,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-20 07:51:02.436585,0
CAMP_0114,nrpess_013150,Cartão Black,Banner Home,Propensos a Cartão,2026-08-08 21:21:42.050868,0
CAMP_0101,nrpess_008116,Seguro Pix,Carrossel Ofertas,Alta Renda Pix,2026-08-02 15:50:19.071629,0
CAMP_0111,nrpess_021101,Seguro Pix,Banner Home,Geral App,2026-08-02 14:28:36.942588,1
CAMP_0106,nrpess_000567,Pix Parcelado,Carrossel Ofertas,Propensos a Cartão,2026-08-07 10:53:32.111360,1
CAMP_0101,nrpess_004321,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-13 02:35:26.982041,0
CAMP_0110,nrpess_018493,Consórcio Auto,Push Notification,Especial sem Seguro,2026-08-19 07:47:06.188382,0
CAMP_0106,nrpess_019112,Consórcio Auto,Push Notification,Geral App,2026-08-17 22:56:11.005913,0
CAMP_0103,nrpess_008709,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-09 00:07:09.917922,1
CAMP_0109,nrpess_001223,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-12 21:28:22.745171,0
CAMP_0103,nrpess_015118,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-13 12:38:31.917616,0
CAMP_0108,nrpess_013423,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-12 08:18:54.714162,0
CAMP_0113,nrpess_011002,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-16 23:46:41.592663,0
CAMP_0102,nrpess_022866,Cartão Black,Banner Home,Geral App,2026-08-12 17:18:59.943851,0
CAMP_0106,nrpess_024431,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-14 07:34:02.664135,1
CAMP_0111,nrpess_021272,Cartão Black,Banner Home,Especial sem Seguro,2026-08-11 13:42:10.757379,0
CAMP_0113,nrpess_009146,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-18 22:35:40.018094,0
CAMP_0111,nrpess_023908,Seguro Pix,Carrossel Ofertas,Propensos a Cartão,2026-08-04 02:01:00.724481,0
CAMP_0113,nrpess_021536,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-04 01:31:01.547312,0
CAMP_0105,nrpess_023518,Cartão Black,Banner Home,Alta Renda Pix,2026-08-20 08:57:04.481365,1
CAMP_0111,nrpess_008596,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-02 14:20:43.409320,0
CAMP_0105,nrpess_003586,Seguro Pix,Carrossel Ofertas,Alta Renda Pix,2026-08-06 09:41:45.185088,0
CAMP_0114,nrpess_003291,Consórcio Auto,Banner Home,Geral App,2026-08-10 03:31:59.942391,0
CAMP_0109,nrpess_005042,Cartão Black,Banner Home,Geral App,2026-08-13 16:53:30.174740,0
CAMP_0106,nrpess_007552,Cartão Black,Push Notification,Geral App,2026-08-04 10:14:44.318839,0
CAMP_0107,nrpess_002472,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-06 19:28:40.726099,0
CAMP_0100,nrpess_020191,Pix Parcelado,Banner Home,Geral App,2026-08-13 19:22:15.807771,0
CAMP_0108,nrpess_012683,Cartão Black,Banner Home,Geral App,2026-08-10 08:57:14.371894,0
CAMP_0105,nrpess_022548,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-08 20:56:01.855057,1
CAMP_0103,nrpess_018613,Cartão Black,Banner Home,Alta Renda Pix,2026-08-14 07:02:55.729758,0
CAMP_0100,nrpess_009516,Pix Parcelado,Push Notification,Especial sem Seguro,2026-08-11 19:56:32.393076,1
CAMP_0102,nrpess_003175,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-16 17:13:53.817384,0
CAMP_0108,nrpess_005988,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-15 10:23:15.090878,0
CAMP_0110,nrpess_010828,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-11 13:36:08.093452,0
CAMP_0112,nrpess_002027,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-04 16:48:15.019385,1
CAMP_0113,nrpess_013022,Pix Parcelado,Banner Home,Geral App,2026-08-12 19:32:19.778320,0
CAMP_0111,nrpess_013199,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-06 05:23:18.988827,1
CAMP_0101,nrpess_005436,Seguro Pix,Push Notification,Alta Renda Pix,2026-08-05 02:57:07.495418,1
CAMP_0114,nrpess_016086,Seguro Pix,Carrossel Ofertas,Propensos a Cartão,2026-08-03 11:19:03.328432,1
CAMP_0108,nrpess_019403,Cartão Black,Push Notification,Alta Renda Pix,2026-08-20 11:49:53.212590,0
CAMP_0108,nrpess_015351,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-06 16:59:29.748889,0
CAMP_0111,nrpess_004610,Pix Parcelado,Push Notification,Geral App,2026-08-17 05:14:06.796150,1
CAMP_0101,nrpess_007369,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-18 06:54:17.051720,0
CAMP_0101,nrpess_019221,Cartão Black,Push Notification,Especial sem Seguro,2026-08-06 02:34:41.150395,0
CAMP_0106,nrpess_022779,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-13 10:33:28.302783,1
CAMP_0110,nrpess_023854,Seguro Pix,Carrossel Ofertas,Especial sem Seguro,2026-08-20 19:43:04.079408,0
CAMP_0100,nrpess_005225,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-19 06:22:50.263989,0
CAMP_0102,nrpess_012322,Consórcio Auto,Push Notification,Especial sem Seguro,2026-08-09 22:07:57.192607,0
CAMP_0104,nrpess_012215,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-04 15:51:52.607287,0
CAMP_0111,nrpess_020978,Cartão Black,Banner Home,Propensos a Cartão,2026-08-16 17:54:12.737320,0
CAMP_0109,nrpess_024823,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-20 00:03:35.652801,0
CAMP_0114,nrpess_005329,Consórcio Auto,Banner Home,Alta Renda Pix,2026-08-14 23:27:33.129826,0
CAMP_0105,nrpess_004832,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-14 02:59:39.511368,1
CAMP_0101,nrpess_005378,Seguro Pix,Banner Home,Geral App,2026-08-10 01:43:53.561894,1
CAMP_0106,nrpess_011978,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-20 22:46:06.382782,0
CAMP_0101,nrpess_012726,Consórcio Auto,Push Notification,Geral App,2026-08-16 04:52:02.508515,1
CAMP_0111,nrpess_008276,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-12 12:12:08.731982,0
CAMP_0114,nrpess_011826,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-09 06:34:16.025065,1
CAMP_0108,nrpess_005645,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-11 06:42:53.090253,1
CAMP_0105,nrpess_020522,Seguro Pix,Carrossel Ofertas,Geral App,2026-08-16 08:18:38.720609,0
CAMP_0103,nrpess_004158,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-03 18:07:49.325746,0
CAMP_0110,nrpess_012208,Pix Parcelado,Push Notification,Geral App,2026-08-09 01:28:32.859665,0
CAMP_0113,nrpess_012719,Cartão Black,Pós-Pix Transacional,Alta Renda Pix,2026-08-03 19:50:58.622526,0
CAMP_0104,nrpess_006766,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-09 11:14:56.323263,0
CAMP_0114,nrpess_008001,Cartão Black,Banner Home,Geral App,2026-08-03 06:13:52.613134,0
CAMP_0111,nrpess_006182,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-18 22:58:00.522577,1
CAMP_0109,nrpess_014802,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-03 20:26:38.157237,0
CAMP_0109,nrpess_024340,Seguro Pix,Banner Home,Geral App,2026-08-11 04:12:16.261550,0
CAMP_0106,nrpess_007416,Cartão Black,Carrossel Ofertas,Propensos a Cartão,2026-08-10 16:31:02.833597,1
CAMP_0110,nrpess_024936,Pix Parcelado,Push Notification,Geral App,2026-08-21 03:33:41.265964,0
CAMP_0114,nrpess_018528,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-04 15:26:16.948940,0
CAMP_0110,nrpess_003539,Cartão Black,Push Notification,Especial sem Seguro,2026-08-12 22:57:26.437997,0
CAMP_0111,nrpess_011218,Seguro Pix,Push Notification,Geral App,2026-08-03 16:55:52.731124,0
CAMP_0114,nrpess_002912,Seguro Pix,Banner Home,Geral App,2026-08-18 07:25:45.269426,0
CAMP_0112,nrpess_003557,Pix Parcelado,Push Notification,Especial sem Seguro,2026-08-09 17:14:14.964003,0
CAMP_0109,nrpess_022877,Cartão Black,Pós-Pix Transacional,Alta Renda Pix,2026-08-17 06:00:45.849456,0
CAMP_0100,nrpess_007595,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-12 09:06:22.038603,0
CAMP_0113,nrpess_000766,Pix Parcelado,Carrossel Ofertas,Geral App,2026-08-05 11:12:49.989238,0
CAMP_0108,nrpess_005122,Pix Parcelado,Carrossel Ofertas,Especial sem Seguro,2026-08-10 10:03:44.454264,0
CAMP_0112,nrpess_024446,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-04 11:47:44.296345,0
CAMP_0113,nrpess_006985,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-18 23:56:16.507335,0
CAMP_0111,nrpess_016641,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-13 04:02:52.149633,0
CAMP_0100,nrpess_010772,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-10 09:44:45.360774,1
CAMP_0104,nrpess_006540,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-14 18:50:08.128708,0
CAMP_0108,nrpess_015461,Seguro Pix,Banner Home,Geral App,2026-08-03 19:45:53.638014,0
CAMP_0114,nrpess_002719,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-12 11:20:03.542873,0
CAMP_0104,nrpess_001419,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-19 02:04:48.593241,0
CAMP_0107,nrpess_018318,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-15 14:23:22.749008,0
CAMP_0110,nrpess_011222,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-09 14:17:18.091039,0
CAMP_0105,nrpess_019743,Cartão Black,Push Notification,Propensos a Cartão,2026-08-03 05:32:30.869716,0
CAMP_0109,nrpess_011112,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-19 10:18:08.058033,0
CAMP_0109,nrpess_021523,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-10 03:21:29.210363,0
CAMP_0105,nrpess_001508,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-13 16:24:54.362104,0
